ticker,name,year,month,day,text_file_name,future_2,future_3,future_4,future_5,future_6,future_7,future_8,future_9,future_10,future_11,future_12,future_13,future_14,future_15,future_16,future_17,future_18,future_19,future_20,future_21,future_22,future_23,future_24,future_25,future_26,future_27,future_28,future_29,future_30,past_2,past_3,past_4,past_5,past_6,past_7,past_8,past_9,past_10,past_11,past_12,past_13,past_14,past_15,past_16,past_17,past_18,past_19,past_20,past_21,past_22,past_23,past_24,past_25,past_26,past_27,past_28,past_29,past_30
EMR,Emerson Electric Company,2017,5,2,Emerson Electric Company_20170502,-4.584456253751976,-4.330984904778084,-4.461794934378082,-4.545778141561962,-4.56019053468538,-4.525694048735613,-4.5299668517737075,-4.45037261390668,-4.493859249893858,-4.504055889252861,-4.521061219766658,-4.479439497911615,-4.516493479791347,-4.5448444353883675,-4.558590626613383,-4.563263330637946,-4.58213317514218,-4.6091537790834725,-4.6331122733873915,-4.656714084970633,-4.679716396140846,-4.695412367269758,-4.7030597862438235,-4.6534077931692535,-4.455090146335385,-4.4355059002785815,-4.452816398621881,-4.469037355495892,-4.45717664681053,-5.246227167426167,-5.4100290451626325,-5.434695110086336,-4.493395938502895,-4.485575755510382,-4.5375256614121815,-4.512778392927223,-4.5426138360382495,-4.589736461490979,-4.622859681903036,-4.5951582239691255,-4.445674170361705,-4.482490850054407,-4.513941071993126,-4.534609537492557,-4.564409408250583,-4.5901046263466,-4.615543302552425,-4.640823135951108,-4.6616863434562745,-4.684913433231048,-4.706780720601167,-4.6624683984783815,-4.679656930748768,-4.683853743958092,-4.700603070707086,-4.718009416519132,-4.656919466305842,-4.660841961554468
MLM,Martin Marietta Materials,2017,5,2,Martin Marietta Materials_20170502,-6.080276779642272,-5.443149321968335,-5.132812201953394,-5.202326216525871,-5.1762907731998915,-5.247140486302789,-5.1238789632240405,-4.6378845963517,-4.664690702919512,-4.344016410903173,-4.244669430090124,-4.284680345470212,-4.261395984383548,-4.295805829353314,-4.298712420346096,-4.304526331227168,-4.3289749313003005,-4.356008087449233,-4.370088981854088,-4.335880506315862,-4.357085060156733,-4.372093030242654,-4.3874928987842186,-4.3935073133795,-4.3551775979327365,-4.3560235168222645,-4.361464735858877,-4.352696266474717,-4.333485824567443,-4.3305952984302944,-4.429732474075734,-4.440328882285005,-4.541979023651571,-4.4421247255180365,-4.509815997929978,-4.3221735980978515,-4.373800350235067,-4.35574105130076,-4.388061265381899,-4.350599594583677,-4.167140558118982,-4.2011524814225485,-4.23049276243011,-4.234144538614552,-4.23921032648662,-4.2612944768453564,-4.2842982799524645,-4.261637599945886,-4.1855949966512735,-4.186534874469847,-4.1765048711245445,-4.186843215839408,-4.205760904474085,-4.142400692346646,-4.160740696245553,-4.163475639016296,-4.170909786178221,-4.185388130636988
dva,DaVita Inc.,2017,5,2,DaVita Inc._20170502,-4.08269105433424,-3.785323938291259,-3.828931887046637,-3.8289100809443015,-3.839427127511345,-3.8891289348601012,-3.954665624377928,-4.012149494380667,-3.753091484048172,-3.6742557747739237,-3.710918477250368,-3.7377012162523418,-3.770726139686819,-3.801006755921951,-3.832641860607074,-3.8165520200925553,-3.8229269530168737,-3.8432253271762793,-3.847916729128531,-3.8516329727312972,-3.866368410591108,-3.8846554621860623,-3.9059176624956535,-3.908417382983024,-3.9274510444666446,-3.932635935573973,-3.9410953313176917,-3.9554613419909783,-3.969810975270496,-7.043277488792072,-6.427547720585519,-6.229073117809948,-6.3015541660386685,-5.9389125870835695,-5.2453005652975495,-5.1750320567095995,-5.229081618507738,-5.097852167822083,-5.086596103695899,-5.086687678794124,-5.108545727300896,-5.145514679094392,-4.94477453387708,-4.8870079456327735,-4.905295947670434,-4.933358874676113,-4.926000767326253,-4.934887655072709,-4.926538497741655,-4.9474099609919335,-4.9385606959991035,-4.917414459133994,-4.937412840275392,-4.9310636529955785,-4.933625033162403,-4.925926661063292,-4.8011829061933735,-4.8074062698282445
MO,Altria Group Inc,2017,5,2,Altria Group Inc_20170502,-5.309033996589016,-4.95016672013734,-5.065845669070173,-5.1057992054320485,-5.1897012342892825,-5.237366628775656,-5.283232463638044,-5.341379526248842,-5.356980901401385,-5.339818662836857,-5.383247046407501,-5.372120582599561,-5.102406885639028,-5.13690295240207,-5.1042557342113515,-4.964534485164637,-4.992623603908312,-4.998820437193952,-5.0226073145831895,-5.0395085004871705,-5.038909037653832,-5.054848282056724,-5.076095473657209,-5.09453760940897,-5.083001371173139,-5.101395369187042,-5.1147866507213005,-5.132326067047248,-5.116433021472075,-4.759023040414919,-4.900560141369828,-4.876303522293116,-4.96120191241421,-4.624497217536569,-4.697452583774576,-4.71238453990354,-4.7706800917206635,-4.818058315661644,-4.709380074801442,-4.6911086840666405,-4.727927328333826,-4.749866917608187,-4.7831943621060775,-4.804964684991208,-4.8166434550192,-4.8450594547641535,-4.8595246012281015,-4.880453376533161,-4.876941858691653,-4.84956327687576,-4.870631880783755,-4.891334674834519,-4.910636455708277,-4.894722002185706,-4.8659004226966855,-4.859306613980043,-4.8626244326148775,-4.86285144073384
AKAM,Akamai Technologies Inc,2017,5,2,Akamai Technologies Inc_20170502,-2.5488923517958937,-2.653000218169381,-2.7884207609336182,-2.8234399466166065,-2.8947727814842974,-2.9435699413751477,-2.999713882421971,-3.0309624209930157,-3.0815336410709064,-3.126587093138656,-3.166418281758108,-3.1866047889719726,-3.2075760879763684,-3.2396046220220938,-3.262259748223736,-3.2799189154829613,-3.30849072830202,-3.3309006992107766,-3.355356746785431,-3.352691813301682,-3.371051186587516,-3.3869339314011264,-3.408207794356162,-3.426079258211228,-3.4403969956497717,-3.4583527802274885,-3.45121737900083,-3.467067530966774,-3.484017062141093,-5.1980101601203135,-3.6482637838958025,-3.770806264630775,-3.8713089468539374,-3.904438206548933,-3.980687250592376,-4.042009629979118,-4.088038185242883,-4.139506264534068,-4.1839792744677125,-4.222013648972922,-4.255810414596448,-4.287930318843117,-4.320366225510562,-4.314700269790128,-4.342662605403606,-4.351245586517148,-4.32649080852063,-4.238375512987109,-4.236740345723808,-4.065734832253096,-4.086608614841303,-4.106918356788898,-4.123140902101135,-4.142707822113096,-4.161518876955297,-4.167845244429514,-4.129325184559722,-4.1462634190201255
PNW,Pinnacle West Capital,2017,5,2,Pinnacle West Capital_20170502,-5.975470410598439,-5.604947489321819,-5.748404364199433,-5.336487215557052,-5.4147104787813065,-5.474877235753985,-5.418626948373836,-5.453821993050612,-5.381080362789441,-5.4037845563214875,-5.362513500365266,-5.402261716955197,-5.360517468062075,-5.325847438734737,-5.299900468472986,-5.2142534172276696,-5.236578673300914,-5.260256852911253,-5.260313283436774,-5.25803384432149,-5.28123871090627,-5.194802927577171,-5.189210754716782,-5.209489502735588,-5.2191163531964895,-5.237967481485756,-5.221185386579874,-5.2385291279883806,-5.239352284040538,-8.58321954902543,-4.779459202553338,-4.885554181760333,-4.920161467246667,-4.930218208026114,-4.923757809482642,-4.98388163907191,-5.010468630067631,-5.010475260647598,-5.008058854884994,-5.050439385600615,-5.040685585375328,-5.077713249633233,-5.0801171552324025,-5.10529422316399,-5.113703148660592,-5.136085871887981,-5.159771189323413,-5.184938375153774,-5.209213603766449,-5.222189843083425,-5.19051290182677,-5.2116636437990325,-5.232072591332852,-5.227610540388431,-5.245292144353662,-5.263032084626647,-5.1737611595116695,-5.1474649885185135
ECL,Ecolab Inc.,2017,5,2,Ecolab Inc._20170502,-6.6070714597816265,-6.568039139789321,-5.68515614544991,-5.669955911967107,-5.453034530946307,-5.523466634819457,-5.546536576141902,-5.528945018947835,-5.578983172687386,-5.4009955037089385,-5.4368398608992194,-5.470523446354052,-5.466319295418297,-5.5005945462805625,-5.4165313964276125,-5.400120858304027,-5.392375328769777,-5.418872433923391,-5.383620726769549,-5.389168496008277,-5.411419307791941,-5.365539748477838,-5.362096608911446,-5.3808610088367335,-5.3390764688754455,-5.330772269327567,-5.311250488394495,-5.289182132128501,-5.275017828474003,-6.375938426611032,-5.9179536726952975,-5.91674771234041,-5.723912699054238,-5.611895255350547,-5.562703262616014,-5.61535970690959,-5.67389429868508,-5.6528650659230095,-5.627479435042776,-5.5214052782573955,-5.415532764221702,-5.426543282033764,-5.445302757172796,-5.472238326569445,-5.500721877010204,-5.5046350437583165,-5.431413802844921,-5.446150399525305,-5.467493816361433,-5.479294224882837,-5.49478206019353,-5.490436370946918,-5.510478522577271,-5.506405092443843,-5.520662007850518,-5.537370972241417,-5.474358033324089,-5.48072391013075
ADM,Archer-Daniels-Midland Co,2017,5,2,Archer-Daniels-Midland Co_20170502,-4.044834674504624,-4.2125844903981635,-4.3340244743076415,-4.227214309734923,-4.308500296252427,-4.356547271607538,-4.419956792550758,-4.47456094208919,-4.527101877649018,-4.534072062768773,-4.566839040844081,-4.59927057416192,-4.63628793702769,-4.333980247972945,-4.3311942467130935,-4.361498003783276,-4.384281615193744,-4.396146344817457,-4.3921778309671655,-4.4120196959765,-4.423037528167066,-4.436511131057091,-4.457761778324212,-4.477783573134055,-4.496917894607617,-4.515760564049757,-4.5217120404508115,-4.538252312443249,-4.545484912027202,-9.122858960327216,-5.190562522480602,-5.030207974063528,-5.112902355387824,-4.977405905225497,-5.012132468264048,-5.055905112863485,-4.719234867900599,-4.639765276096076,-4.666260366163955,-4.65333150318296,-4.693274336665538,-4.671791740087311,-4.7058937560504575,-4.706592615253482,-4.736599143291579,-4.759573535035412,-4.758744130973195,-4.775390115591104,-4.799290486569899,-4.820541128122161,-4.797916522748022,-4.799418940647894,-4.8112144647266915,-4.830628555923093,-4.849493586404762,-4.8095238620332665,-4.826420882611477,-4.842112497452464
WU,Western Union Co,2017,5,2,Western Union Co_20170502,-3.679168645266161,-3.8079280153008046,-3.851451836174244,-3.9605503650933382,-4.008912729244536,-4.080082950893127,-4.14229933967468,-4.1704962705420385,-4.204691681805507,-4.23884431272418,-4.280593900634135,-4.2834792058701465,-4.30180562911631,-4.310324716197939,-4.220158439697928,-4.247482139451555,-4.262422643632405,-4.2795910190277215,-4.300723586423803,-4.251090330581742,-4.2693901625082304,-4.284409194686641,-4.299111178918752,-4.31864228445962,-4.331386055701096,-4.346479523059717,-4.340704221479322,-4.345317520178299,-4.362117084048373,-5.154671829902248,-5.215113831340274,-5.353371450743022,-5.402785613504468,-4.874205071328836,-4.771510434608219,-4.746912064874696,-4.7919803135902,-4.805201452147417,-4.837685384166523,-4.853863391816025,-4.859662872418356,-4.89003492384488,-4.923852183174401,-4.854098751792535,-4.8734199071509865,-4.896256841281803,-4.9165656820407895,-4.6519459460131705,-4.6672120767181084,-4.648588242264141,-4.663565304673715,-4.675532037887352,-4.669867962912567,-4.680388212664045,-4.699243418835254,-4.716342304801873,-4.7267846208970825,-4.727023291992884
CLX,The Clorox Company,2017,5,3,The Clorox Company_20170503,-6.024565029779941,-4.991235921122821,-5.123083694656236,-5.208563391651127,-5.1805498981433935,-5.198345958591821,-5.241895459546356,-4.923362674157892,-4.958339321627125,-4.992993728908053,-4.9349026240656695,-4.970410594026493,-4.96702300063238,-4.958662382838422,-4.83684829001878,-4.863207450119048,-4.889638329216968,-4.907984443931428,-4.932573052270191,-4.9473851435160325,-4.970641409912695,-4.992468669406977,-5.012402727564883,-4.993201683046744,-5.009055778979156,-5.0271556560206045,-5.0452598640761135,-5.0216002466274805,-5.027065274538983,-4.423933472314462,-4.499566599984897,-4.496715269804091,-4.497138275273217,-4.406958376659062,-4.431278560277052,-4.484542249601697,-4.5270019799461725,-4.573298483345706,-4.5943609654637765,-4.516175459392836,-4.551138289160416,-4.5854244573836604,-4.5995889419054174,-4.624018714136572,-4.651417997712717,-4.6561645190709715,-4.6819909494172505,-4.705197672948,-4.729401458780732,-4.751472342162793,-4.7702280929692025,-4.782241122250961,-4.801425124175335,-4.815017723184042,-4.829746462460194,-4.842095110551073,-4.859451443644244,-4.875252284403322
NI,NiSource Inc.,2017,5,3,NiSource Inc._20170503,-7.653773531502066,-4.832139847516654,-4.607828743969968,-4.718943696889604,-4.808792985905353,-4.852222082269488,-4.867090334609464,-4.7438812399447645,-4.79624524708181,-4.789597730424312,-4.809811906634423,-4.793433652767794,-4.828369334061538,-4.86285554637467,-4.854629121205765,-4.881424573225731,-4.890276102152291,-4.902881174367339,-4.9264329413414245,-4.950791302075683,-4.969061270460938,-4.9571381243398305,-4.974820888219548,-4.755193596278105,-4.767599700192777,-4.7752926500041655,-4.790703838290254,-4.807865819812613,-4.823451097835492,-5.049518406967931,-5.181513200301787,-4.907907058093508,-4.9049145189755965,-4.924816290502777,-4.997496163310901,-5.060954226988577,-5.071192936524674,-5.123871307286307,-5.111537929441584,-5.076830860451787,-5.044138600402069,-5.0768967964104315,-5.104042478836929,-5.1359593121669835,-5.106506094302966,-5.1341667106652435,-5.1515257472232445,-5.1724760106517165,-5.169453776168658,-5.157306512566174,-5.151408897978613,-5.171653966002112,-5.17403530541719,-5.186210252173895,-5.1948986184923465,-5.205781138046854,-5.1763423924340595,-5.102061690684767
EL,Estee Lauder Cos.,2017,5,3,Estee Lauder Cos._20170503,-6.042272326760376,-5.180389810036318,-5.321829781406173,-5.250830464927983,-4.777684043966199,-4.847923515698709,-4.879341060083476,-4.858571742194804,-4.909585918178051,-4.8974640815715516,-4.8616008985374215,-4.884043252696942,-4.841814208469148,-4.818148779193334,-4.8398060185315925,-4.865190589206574,-4.892952498854989,-4.919957079200762,-4.942370291655183,-4.875470930110224,-4.89842041212999,-4.916287747098052,-4.937494082201385,-4.937827569356903,-4.957120653879656,-4.9636938582581696,-4.974402636584228,-4.988279124893012,-5.004173000057318,-6.50825103335933,-5.908142221400103,-5.7751531566110135,-5.617830277413505,-4.990854859865582,-5.0044532737219365,-4.8610011861965665,-4.913343961778226,-4.878200997924084,-4.859682259162483,-4.898226458347387,-4.934759424419603,-4.9702864767334045,-5.004470538786714,-5.022184877248936,-5.035466331012294,-4.972614682179504,-4.999416351839701,-4.884445571544496,-4.794443045666819,-4.797069036636873,-4.815904768818717,-4.835825715753333,-4.8526279448700045,-4.8693953575169004,-4.874863073615039,-4.892953068868139,-4.910490868833082,-4.927259516379649
HUM,Humana Inc.,2017,5,3,Humana Inc._20170503,-4.7339003278396605,-4.597949539134926,-4.737235038747967,-4.798425334201454,-4.84287909952018,-4.919668177238042,-4.90255455624958,-4.550137734066372,-4.582576645286467,-4.520076363963933,-4.5510652848855475,-4.563340736777519,-4.586234645509078,-4.598318083267715,-4.6305374053322605,-4.659336060443816,-4.656321278970942,-4.6707958412809285,-4.6695214756505825,-4.684886090052908,-4.689880818355465,-4.711605222177981,-4.732730871095981,-4.685568692489118,-4.702232169545797,-4.707174363765814,-4.671155019153319,-4.687641521057026,-4.703945831173175,-6.286780544605412,-5.616070867279411,-5.011008854534706,-5.121351163701376,-4.92890061248682,-4.913447160003156,-4.866925976774005,-4.924455236042962,-4.977058164450006,-4.913156841975091,-4.956188389138138,-4.911790485633507,-4.93820500294461,-4.9681048493365685,-4.986375691331985,-4.920242592032556,-4.912322488582152,-4.904298983477765,-4.926975519328373,-4.870267977629339,-4.870204893650183,-4.892427065053751,-4.904717812396951,-4.877573435529183,-4.7521253189462405,-4.711452280216909,-4.656975380946851,-4.672634537049866,-4.668623542954292
ADP,Automatic Data Processing,2017,5,3,Automatic Data Processing_20170503,-4.934446834705822,-4.039801212477352,-4.16662273671623,-4.272675832559667,-4.3638357107099,-4.405813889294203,-4.4004879944232655,-4.456899127725596,-4.463763323449909,-4.472010508198982,-4.514365477891368,-4.537069292147919,-4.573938638098898,-4.605620620376056,-4.607061226432538,-4.637307980239732,-4.665798972108414,-4.6823135405690035,-4.6939991276521305,-4.556942011176641,-4.580143228440775,-4.60226533569017,-4.623131404880739,-4.641137693337973,-4.647242885974858,-4.633139637518222,-4.650903318384319,-4.656801723147829,-4.6633354786405254,-5.921711774792875,-5.838822471279133,-5.576923250227865,-5.686012680570436,-5.314258191541757,-4.9950412993852185,-5.025637686638173,-5.002663478162251,-5.0547325279542115,-5.100340787693726,-5.126161837590193,-5.084503906690436,-5.113621456428762,-5.1450105567393605,-5.174576652471671,-5.195544881591181,-5.215646255839085,-5.231286675101779,-5.256755819245479,-5.1637505746294865,-5.185672369482024,-5.2077666577919866,-5.138571857602424,-5.152751318755056,-5.158255610128525,-5.175690244251442,-5.19219632347632,-5.1943066707847265,-5.126691128747488
GRMN,Garmin Ltd.,2017,5,3,Garmin Ltd._20170503,-5.77521009309626,-4.316322077767024,-4.422423562733423,-4.515857729418583,-4.5078881445778265,-4.534314252526822,-4.6009692691680515,-4.659839092745572,-4.319889884919772,-4.365431130005438,-4.405493006047076,-4.391594439576042,-4.410811776169559,-4.4393572075139565,-4.448242410814951,-4.474466080929009,-4.4909540079737935,-4.5161644607252684,-4.512571262763808,-4.536232020655542,-4.541008076914894,-4.514277178432451,-4.471378388455352,-4.491620954113174,-4.511075885708059,-4.529893905059028,-4.541176443325983,-4.5584142932513,-4.563713472894731,-4.17156181730299,-4.29244059246279,-4.343213327064092,-4.428653848158926,-4.492579849966521,-4.562236202928847,-4.618489315548591,-4.663854380212112,-4.712189085248248,-4.758166401381608,-4.799820991961222,-4.7056042908700055,-4.629761511055682,-4.610784538456658,-4.641224071158294,-4.664679462535746,-4.6886988585029545,-4.708000875248234,-4.721538353321382,-4.656548541845977,-4.6797957587832695,-4.700600529334887,-4.721480309434964,-4.736806206408355,-4.7447608640807095,-4.74995758624618,-4.761212989512719,-4.770140596664462,-4.691552882775423
KHC,Kraft Heinz Co,2017,5,3,Kraft Heinz Co_20170503,-5.646086901418845,-5.6383921465536035,-5.620049022636003,-5.719248593836036,-5.80286736260349,-5.769937086008579,-5.650837922801945,-5.634739178811432,-5.339312978804384,-5.317185278968247,-5.360501246997371,-5.292142580830689,-5.2911608643139765,-5.291531243545823,-5.323322149540871,-5.352347526807944,-5.2968635029695115,-5.295936989073228,-5.308838812162957,-5.294806984771418,-5.305851997567982,-5.307109873117151,-5.316552479366859,-5.174629146911301,-4.98834592180257,-5.002026989413337,-5.017576928737519,-5.032364543294263,-5.04897176349424,-6.006504445551387,-6.022340466644244,-5.725167799288111,-5.339068900429815,-5.367328474397062,-4.913354930140702,-4.979549927721838,-4.994751395390911,-5.033852079299762,-4.908835051001504,-4.943363602087856,-4.9790579575238345,-4.87709661589253,-4.911258329065527,-4.936644777361624,-4.965511504868597,-4.985516454375379,-5.005069410938175,-5.02563326539084,-5.041807458442747,-5.0623297399724825,-5.078951491162669,-5.097967888101784,-5.114052604133045,-5.1263920903616365,-5.142083970408377,-5.158539614040391,-5.160426428695189,-5.16977131658106
PPL,PPL Corp.,2017,5,4,PPL Corp._20170504,-7.00682151228295,-5.206707745337264,-5.2640624548162185,-5.375205915007937,-5.371704013957172,-5.44821600349655,-5.2382824547262015,-5.244421255847525,-5.289180081799769,-5.336505441246922,-5.285728938261361,-5.319565434003657,-5.314486273044,-5.297795064528062,-5.314966931252721,-5.340288223741046,-5.367245934989152,-5.393417499518306,-5.4188203675564095,-5.431890700114414,-5.427112127824223,-5.443834371032481,-5.396760640550271,-5.3741327180332625,-5.320949548690484,-5.33748006798215,-5.318614281614259,-5.331070432787956,-5.348020705624783,-6.451201049707332,-6.184418411423253,-6.229739229998683,-6.001500589334125,-5.7529698392667665,-5.678623123363984,-5.726156741412123,-5.73206854026876,-5.784424015723738,-5.533376310377724,-5.519824026339674,-5.389748874538451,-5.366386044108856,-5.240511578673437,-5.2721583255503335,-5.301550153053664,-5.304334538590194,-5.318349932964996,-5.334226517387831,-5.320938032623211,-5.278306814840011,-5.291498419816599,-5.282036794616242,-5.2606174720131085,-5.271963628536464,-5.289245059561939,-5.305960426829426,-5.323428199412964,-5.3280779735918085
ABMD,ABIOMED Inc,2017,5,4,ABIOMED Inc_20170504,-4.077939832420956,-4.280358100032742,-4.395263694068153,-4.454412000890279,-4.534677019542082,-4.3649688250249365,-4.4010066734787205,-4.236734827057789,-4.195249556313742,-4.233256230551747,-4.265448304146679,-4.282300135591498,-4.3190900953537215,-4.348953293864322,-4.32798916409867,-4.354968242588088,-4.3182213580507405,-4.271571356096926,-4.297215018958283,-4.320983013680617,-4.343936652186652,-4.3635546422133515,-4.384410808057292,-4.376611956259303,-4.3787898019651195,-4.397104211318557,-4.40590844452082,-4.4233406401444375,-4.4402680080031836,-3.9630958791768434,-3.732885607026169,-3.8736322025566583,-3.9698260913550496,-4.0488900965390515,-4.1252141626105665,-3.9830991781787457,-4.035496890625693,-4.062883239677364,-4.0936342631852405,-4.135939737680356,-4.000472692719252,-4.026349462017432,-4.057420622692346,-4.088465861015242,-4.116072506961421,-4.143967243322234,-4.147024771930152,-4.1658178998006745,-4.180091945200242,-4.202404254377237,-4.224626806482142,-4.2458417965009385,-4.265315335621596,-4.283868453332259,-4.302528081954536,-4.315016288465928,-4.332542638423342,-4.343380670808742
INCY,Incyte,2017,5,4,Incyte_20170504,-4.7663920072937165,-3.7881817638807362,-3.931554678644753,-4.042549389925037,-4.130775357389419,-3.9817454734006614,-4.022047382186814,-3.941751785476235,-3.5549920285361387,-3.586784798984597,-3.6132117825656493,-3.6510495517266466,-3.6852759214587514,-3.718337232702933,-3.6854530851988585,-3.665059355941936,-3.687826670906163,-3.7145785812518346,-3.730708206353377,-3.626028128517359,-3.642887869900722,-3.645887841932645,-3.6657644227716464,-3.685565534403124,-3.692853498158125,-3.699590115438814,-3.7113253500779986,-3.7285249725149714,-3.735940799949231,-7.068514921010608,-7.101638147171007,-6.331690197506156,-5.381469151939074,-5.148992092680405,-5.1668910498927785,-5.120967118896903,-5.178197595248263,-5.054689114246309,-5.0060703591308,-5.049252123395979,-3.5711067590380403,-3.5730133105327546,-3.583813566644748,-3.6160799019935514,-3.6349275434907473,-3.6000362093174028,-3.617800500534919,-3.6343010168822847,-3.631839840704366,-3.602186370279199,-3.6043579161242487,-3.6244922983744905,-3.6445987084020657,-3.664131263081495,-3.6818765476301984,-3.6977243812168967,-3.7109843554098543,-3.7260165452113814
MSI,Motorola Solutions Inc.,2017,5,4,Motorola Solutions Inc._20170504,-5.380248013370653,-4.262775000071115,-4.253287159922042,-4.3573069173969765,-4.3820460948521935,-4.438293655324508,-4.4859699490763365,-4.412092225090117,-4.44872787488665,-4.4836535037050025,-4.275460835168983,-4.306200480952843,-4.338575373060377,-4.370239311258499,-4.401700892285338,-4.390194111284326,-4.396866169670875,-4.3159774118728516,-4.322991879730791,-4.33967251477388,-4.362807281018498,-4.354138185183884,-4.3718472360511935,-4.387934018169523,-4.407463459210953,-4.423710625744701,-4.4186264740623304,-4.4335531330693465,-4.448969462099304,-5.518529459815374,-5.711331107869848,-5.777323326929638,-5.522015058308437,-5.583211586162964,-5.505289767404275,-5.325628186178941,-5.240499716350731,-5.236971948506513,-5.241723711258718,-5.169993056649887,-5.172393449922568,-5.113948053008438,-5.0588906678340875,-5.0689002355800135,-5.049478006886138,-5.077522760339557,-5.098582866219158,-5.064171648204598,-5.075249759816691,-4.953567987569385,-4.877210103476498,-4.876001693543917,-4.896351159208787,-4.915513126254284,-4.931600021596903,-4.94835994463683,-4.965754487346305,-4.979244817035728
ATVI,Activision Blizzard,2017,5,4,Activision Blizzard_20170504,-5.223640232696648,-5.36716249201475,-4.843519544767919,-4.607503213519063,-4.676744368299807,-4.751057795048976,-4.813957303546006,-3.9937309740630287,-4.016587406911703,-4.0523328092164865,-4.055795528828941,-4.0917382897573535,-4.124802440653482,-4.156059866984392,-4.123623900655445,-4.1538607396554,-4.178508695937328,-4.191823181191359,-4.21509463270352,-4.238208369016145,-4.258626315533352,-4.2769762538604645,-4.295024168949423,-4.119682284867109,-4.093784042204685,-4.092940861655639,-4.108707875769378,-4.125074538712754,-4.140037920922011,-5.313972710064308,-5.243307779403336,-5.353539979350442,-5.315498331529019,-5.305205378678714,-5.322653313624113,-5.005770080864861,-4.9754708549501485,-4.993320148375446,-5.030844979892921,-5.0733847391894535,-5.112045818215671,-5.0372820221507855,-4.920928220868326,-4.9432061510744125,-4.8411216234433345,-4.868929743034472,-4.895818759868144,-4.921340374965375,-4.868441623045955,-4.8565161465121625,-4.848917817359007,-4.869648178465216,-4.880187770046102,-4.845823170801436,-4.8645347471320015,-4.877926860893155,-4.895142927353467,-4.899789894494697
D,Dominion Energy,2017,5,4,Dominion Energy_20170504,-5.497260575949554,-4.548280148954387,-4.685764301184069,-4.787048878190296,-4.865416280395161,-4.941581597206817,-4.878410998062948,-4.924925467643266,-4.881784294826934,-4.925943495467263,-4.857488198133321,-4.893681194859517,-4.915791250908554,-4.930335210906534,-4.959217087760022,-4.983832833597871,-5.005209166403398,-5.018166016019603,-5.024798372357951,-5.003111298181754,-5.000783584925037,-5.022992373903492,-4.979554522612316,-4.982044963692942,-5.00135337790487,-5.017516576198495,-5.018968250942058,-5.0362638447047186,-5.04342926233954,-5.1112657376555966,-5.247471622059886,-5.39074219464421,-5.34517031412943,-5.435936864659129,-5.493327153104818,-5.300761425304262,-5.327006660117016,-5.375630377360972,-5.320187293792128,-5.354575904790703,-5.321652978879298,-5.333133706494081,-5.3011445622497435,-5.30589345278024,-5.304957690762348,-5.278879561162867,-5.2869375461053485,-5.285715687101988,-5.309399310563761,-5.324897323167521,-5.340749861867002,-5.354537305530188,-5.357809623736019,-5.371790083551191,-5.379152859113518,-5.396802829018426,-5.399822842168279,-5.383016768636884
K,Kellogg Co.,2017,5,4,Kellogg Co._20170504,-4.409816061202656,-3.815274138746815,-3.9590621008776674,-4.055220457733818,-4.146099375653874,-4.222496999761456,-4.256482208933451,-4.313582268536142,-4.353982197668649,-4.35093413187063,-4.392116306990045,-4.429791552058836,-4.43558920155311,-4.470085583545878,-4.5001863356075775,-4.516094592302274,-4.543032298794742,-4.504801124044876,-4.529712900061401,-4.55284375609235,-4.573455139232338,-4.594823543675133,-4.577347031439189,-4.594367290885236,-4.610705335619363,-4.629284740159601,-4.647354115772567,-4.655413116755324,-4.614282404648087,-4.915628984622537,-5.084974128767102,-4.9653042076630864,-5.076753503697551,-5.123314781040975,-5.190520474878733,-5.012719403010446,-5.070277854572711,-5.05142836606443,-5.098307495627003,-4.951224924831066,-4.933226764933048,-4.967540565076537,-4.9786919884418115,-5.009768890095441,-5.038623588340053,-5.047634243863995,-5.0722005157521695,-5.0440460156833264,-5.067921077801109,-5.0905899549969575,-5.106601183246103,-5.112772097689735,-5.097473185515533,-5.110960460684966,-5.1214279557268245,-5.139434413978763,-5.128947778038125,-5.098090881073722
SRCL,Stericycle Inc,2017,5,4,Stericycle Inc_20170504,-4.2273597293529175,-4.404071556045166,-4.494667021944222,-4.543898873592727,-4.621598200440237,-4.697036712969416,-4.760789732168462,-4.815841928473528,-4.8173226469712285,-4.864971000970695,-4.846339387571017,-4.80466599668434,-4.840212785201309,-4.851836251250068,-4.839452913112611,-4.835227580496149,-4.845474234129768,-4.556395356958432,-4.488383471844554,-4.485799032497607,-4.434209810663047,-4.402069876204639,-4.389153114726349,-4.407776257065984,-4.424211844203776,-4.442149472732416,-4.459359322157705,-4.4762251315677775,-4.487863638207327,-5.1800870312175045,-5.035883355800166,-5.1258914366164285,-4.997852266143807,-5.088123103796916,-5.0287510775097255,-5.000475833628328,-5.028452196583676,-4.873102714627086,-4.904552107408166,-4.9469714936809615,-4.916950197393576,-4.9401342137904605,-4.9080790307052355,-4.862612189629302,-4.873924593275683,-4.853524262531429,-4.880456951796114,-4.836957275890597,-4.80732415502461,-4.761850838393851,-4.7020678768203386,-4.712594069082303,-4.715661600213445,-4.719910057774646,-4.7267313868689005,-4.7444147399233065,-4.7608979626427805,-4.772197087432846
