ticker,name,year,month,day,text_file_name,future_Single_1,future_Single_2,future_Single_3,future_Single_4,future_Single_5,future_Single_6,future_Single_7,future_Single_8,future_Single_9,future_Single_10,future_Single_11,future_Single_12,future_Single_13,future_Single_14,future_Single_15,future_Single_16,future_Single_17,future_Single_18,future_Single_19,future_Single_20,future_Single_21,future_Single_22,future_Single_23,future_Single_24,future_Single_25,future_Single_26,future_Single_27,future_Single_28,future_Single_29,future_Single_30
VRSN,Verisign Inc.,2017,4,27,Verisign Inc._20170427,-5.424951569,-4.686188379,-4.401607783999999,-5.587920109,-7.318801258,-4.546835536000001,-5.462946557,-6.005227427,-4.05037947,-4.383680264,-5.664535207,-4.489871568,-6.2158278860000005,-3.878454777,-5.212094131000001,-4.929855455,-4.791876933,-4.626868086,-4.440412239,-5.063039601,-5.142107097,-5.194511191,-5.2408736860000005,-3.750172125,-5.8341449160000005,-8.034093368999999,-5.325939279,-6.183267511,-4.895681902,-5.010105358
MSFT,Microsoft Corp.,2017,4,27,Microsoft Corp._20170427,-5.884147842999999,-4.277548415,-6.447263661,-5.752639809,-5.544510585,-5.891984135,-7.047146841,-6.5355311789999995,-5.544050287999999,-4.401110601,-6.752009108999999,-7.220843525,-3.905283549,-3.582506268,-5.6815124820000005,-8.127800031,-4.489393484,-5.6957500229999996,-6.63737039,-4.393280442,-5.321935327,-5.046362388,-4.816416496,-5.593271067000001,-3.743104979,-4.927244233,-5.707674898,-6.324104485,-5.103047708,-3.7873935160000003
INTC,Intel Corp.,2017,4,27,Intel Corp._20170427,-3.3756087669999997,-5.420241752999999,-4.007611516,-4.86500321,-5.650596212000001,-7.113390732,-4.879008348,-5.370349606,-4.615395326,-4.723225108,-5.407497126,-5.872967007000001,-5.233932272,-3.826971131,-5.271288655,-5.276435172,-4.560959649,-5.985032375,-4.92667862,-5.55300502,0.0,-6.11643808,-6.247782604,-8.191173117,-5.196309664,-7.504232753999999,-5.153563596000001,-5.627374037999999,-5.104813974,-3.858123997
IRM,Iron Mountain Incorporated,2017,4,27,Iron Mountain Incorporated_20170427,-5.853891066,-4.392446513,-5.526810224,-4.011012062,-6.359780875,-4.221528469,-4.584397773,-5.855084958,-4.822602871,-5.071784674,-4.789202276,-5.845607897000001,-4.818817947,-4.725100053,-5.4599057989999995,-4.410967925,-5.326728237,-5.957886812000001,-6.073022197,-4.822602871,-5.965534689,-5.600396472000001,-5.676809978,-6.212390169,-4.864388555,-4.361246363999999,-5.210622782,-3.285321507,-4.944314718999999,-5.476167542000001
EQT,EQT Corporation,2017,4,27,EQT Corporation_20170427,-3.876778573,-7.569392238,-4.113625338,-4.217808838,-3.401029383,-3.3517742910000003,-3.978055864,-4.319757811000001,-4.298698267,-5.123276628,-6.564255577000001,-6.080111852999999,-4.672465235,-4.70155889,-5.733903051,-4.067138341000001,-6.440811793,-4.391090039,-4.524772919,-5.308800689,-4.99846833,-4.408658972,-4.340069967,-4.117601466,-3.706301859,-3.983711197,-5.594156335,-4.855914565,-3.687940771,-3.535330295
rmd,ResMed,2017,4,27,ResMed_20170427,-2.707361705,-4.291918511,-4.372199083,-4.419841381,-7.228974565,-5.175747386,-4.414102781,-4.497162566,-4.51263816,-5.531820182000001,-5.0624739110000005,-4.85967187,-5.124117033,-4.425000601,-6.047074987,-4.317486468999999,-4.121007616,-6.649458736000001,-5.351437608,-6.367690577,-8.162023772000001,-6.909036176,-4.153198003,-4.487229216,-7.088553219,-4.511846252,-5.89646513,-4.545633902,-7.290484807,-5.854816194
LKQ,LKQ Corporation,2017,4,27,LKQ Corporation_20170427,-6.43584508,-5.051133415,-7.360176472000001,-4.795796972,-5.3375279319999995,-4.1906187710000005,-5.753203557999999,-8.052591932999999,-5.567398746,-4.790371355,-8.040101799,-5.331754701,-5.1001844919999995,-4.819636181,-5.391342953,-5.144592195,-4.3518857010000005,-5.16319574,-8.047806484,-4.8286336930000004,-6.669205584,-5.061017199,-5.411331495,-3.6121885089999997,-8.081642906,-8.081333695,-4.297284197,-6.681506618999999,-4.540160536,-4.249132519
RTN,Raytheon Co.,2017,4,27,Raytheon Co._20170427,-5.002766886,-4.922536753999999,-4.305101777,-5.37941212,-5.055431236,-4.636586763,-6.632147811,-5.89379534,-5.22639123,-6.379447186,-5.912472224,-4.6020282,-6.184454092999999,-4.173506803,-5.585810727,-4.190604271000001,-5.171241705,-6.320412663,-5.499854693,-5.118943234,-6.755180622999999,-5.872100082,-4.935753483,-5.348371081,-8.090714129,-4.458901729,-4.613812639,-5.168162315,-6.549232572,-5.833163295
ALGN,Align Technology,2017,4,27,Align Technology_20170427,-2.112026038,-4.964328765,-5.7164238329999995,-4.133269882,-2.588021897,-3.6043847639999997,-4.897913427,-4.762978742,-4.780061636,-5.7185344460000005,-4.732719717,-6.492785436,-6.8277422,-4.003445418,-4.437008403,-5.226123089,-6.039068045,-7.048282332,-5.772833731,-3.923992803,-5.294002878,-4.749520382,-4.339213857,-5.3205929339999996,-3.650625771,-5.1479009510000004,-6.563420505,-5.674718085,-4.01527634,-3.934133293
DLR,Digital Realty Trust Inc,2017,4,27,Digital Realty Trust Inc_20170427,-4.2917023930000004,-5.288265925,-4.33969844,-4.49424328,-5.735837427000001,-4.054642625,-6.043872785,-5.508682175,-5.580161577,-5.01440513,-4.389703625,-4.873475137,-5.054353594,-9.3520854,-5.344603847,-6.456794541,-4.704301473,-5.923782885,-4.775449575,-4.299883735,-4.828389596,-6.4297870360000005,-6.431398532,-5.713908762000001,-4.090949241000001,-4.996272158,-6.8190799470000005,-4.988392749,-4.531848941,-3.5274699810000003
F,Ford Motor,2017,4,27,Ford Motor_20170427,0.0,-5.435426098,-3.1285155639999997,-4.287720522,-5.063477143,-4.363986351,-7.015625556,-5.916191373999999,-4.532588833,-5.908072163,-4.806764174,-6.302703617000001,0.0,-4.107226096000001,-5.882344516,-4.904347284,-3.8556802969999997,-5.402682018999999,-4.810365443,-4.696841946,-5.044373843,-4.288628098999999,-5.623987671,-3.6466116110000004,-5.247871357,-4.731796033999999,-4.460590013,-5.404459273,-5.91074777,-5.913530521
jci,Johnson Controls International,2017,4,27,Johnson Controls International_20170427,-4.269102813,-6.540666964,-6.721806581,-5.621823328,-5.694469175,-4.418116717,-6.73282762,-8.343538934,-4.654193427,-4.440522275,-5.775745024,-4.630210064,-4.71590489,-4.040438901,-4.542566034,-3.918511202,-6.970538432000001,-4.168298944,-6.956084845,-5.704244622999999,-5.781724419,-6.734007362000001,-5.251355602,-4.599465273,-6.401132987,-5.304238235,-3.9870879560000003,-6.0224114470000005,-5.924700894,-3.94327957
AMZN,Amazon.com Inc.,2017,4,27,Amazon.com Inc._20170427,-4.934029816000001,-3.683908404,-6.599971882999999,-5.076594448,-5.5942120829999995,-5.6253716339999995,-4.13895032,-5.525719164,-5.506172771,-6.570164331,-4.234371776000001,-5.650461367,-4.7729478489999995,-3.8140599710000003,-4.23134914,-6.5652274,-4.4844506289999995,-7.0172542170000005,-4.702995256,-4.320652986,-6.025634365,-6.986926564,-6.172073724,-6.617168958,-4.526007446,-5.386224795,-4.797965053,-4.954889272,-8.527151801,-3.453487112
KLAC,KLA-Tencor Corp.,2017,4,27,KLA-Tencor Corp._20170427,-2.959612654,-4.638494255,-5.194687323999999,-5.911699331,-4.292170058,-6.653458141000001,-5.435487913999999,-5.7813138760000005,-7.609133937999999,-7.826290322999999,-6.121866955,-4.414938982,-4.54065574,-3.732119685,-4.634437398999999,-4.686185605,-4.695391502,-6.146046736000001,-4.865498047,-4.186360077,-6.859740953999999,-6.260924799,-5.265726911000001,-4.93205956,-4.5293513,-5.316232394,-4.33073334,-4.819544154,-6.035373214,-2.7519664219999997
GM,General Motors,2017,4,28,General Motors_20170428,-4.365987089,-3.5322307960000003,-4.775530829,-4.619621535,-3.9790930189999996,-5.128963429,-4.763363377,-7.040507428,-5.653337001000001,-4.242941065,-5.124533594,-4.437339587,-3.509155354,-6.474493382,-4.866605283999999,-5.097453697,-4.69803139,-7.415182593,-4.013372083999999,-4.239330698,-4.2751628010000005,-4.4287168669999994,-4.217463035,-7.450740543999999,-8.145013793,-7.0463281239999995,-4.765686114,-5.005961592,-4.999241163,-4.6151275510000005
GT,Goodyear Tire & Rubber,2017,4,28,Goodyear Tire & Rubber_20170428,-4.067925859,-4.651422694,-5.97109701,-5.680768467999999,-6.782854714,-5.972988067,-4.909539767,-6.229081776,-5.608110201000001,-3.5843638610000004,-5.502125157,-3.993976074,-3.250965007,-5.083279208,-4.5762675580000005,-5.8651893589999995,-4.807145457,-4.937942005,-4.713268673,-4.0110949,-4.157663664,-5.508765986,-2.626722946,-4.815395221,-5.654543757999999,-5.098401303,-4.07150189,-7.472880654,-4.833122143,-4.772109511
BEN,Franklin Resources,2017,4,28,Franklin Resources_20170428,-4.785398333,-6.057971944,-6.278794582000001,-5.064230451999999,-4.919760331,-5.3164382660000005,-4.559241668,-4.942348449,-4.645747259,-5.665751869,-4.656718497,-5.607139900000001,-3.4561074510000003,-5.453684683,-5.506534222000001,-6.264388791,-4.069030338,-6.719030778,-4.77190021,0.0,-6.138427062000001,-5.443095939,-3.7734828339999997,-8.360892551000001,-6.751185218,-5.103827636,-6.969594286,-4.691356957,-4.007336802,-5.290970791
CVX,Chevron Corp.,2017,4,28,Chevron Corp._20170428,-4.918515126,-5.242465022,-4.349894885,-4.023105451,-4.67234705,-4.777986787,-4.19983998,-4.304073187,-5.90593783,-6.051793238999999,-4.779611796,-5.587715759,-4.279788996000001,-5.406144825,-4.355485658,-5.584678026000001,-6.561759428999999,-7.661727415,-4.561155328,-5.596610667999999,-5.066802236,-5.1897274730000005,-4.875115139,-4.49855974,-7.1616860110000005,-4.6567554310000006,-5.562305847999999,-6.111842857999999,-3.768923716,-4.172506964
WY,Weyerhaeuser,2017,4,28,Weyerhaeuser_20170428,-4.7604193089999995,-5.634183955,-4.338461595,-5.336944662,-4.298039064,-5.073723503,-5.546919749,0.0,-4.9299661210000005,-5.798190942000001,-4.962244173999999,-7.411237519,-4.52177234,-6.302663039,-4.626817218,-5.704396132,-6.313930265,-5.705909341,-8.106689994,-5.334235062,-5.537005662,-5.2155231330000005,-4.093127625,0.0,-5.552055844,-7.014522642999999,-6.025246237999999,-4.341089728,-3.930290432,-4.497705056
peg,Public Serv. Enterprise Inc.,2017,4,28,Public Serv. Enterprise Inc._20170428,-4.864120263,-5.610154388,-5.341860651,-5.491276642000001,-4.880960622,-5.440571385,-4.175996884,-5.146319728,-6.413360633,0.0,-5.065177221,-6.575563227999999,-4.37972387,-5.6730601510000005,-5.249103948999999,-5.2987365319999995,-5.561559011,-4.835599693,-5.913975819,-6.003684979,-5.83412568,-4.846657047,-4.266705025,-4.81286571,-5.5252071570000005,-5.010421415,-4.9295022180000005,-4.308109862,-4.833581928,-6.78740658
DISH,Dish Network,2017,5,1,Dish Network_20170501,-5.569148258999999,-3.119788919,-5.240093179,-3.663563552,-5.260097083,-7.334401812,-4.95877883,-7.340745866000001,-5.468214214,-6.083038315,-4.393633771,-4.8246269569999995,-5.653599444,-4.1561693989999995,-5.460843841,-6.969141007,-4.791573772,-4.710478633,-5.671441569,-4.874102833,-6.11920229,-3.790640708,-4.316871728,-6.398135521,-3.7162948730000003,-5.339095651,-4.256077118,-4.1096284380000005,-7.681293451,-4.125440308
cah,Cardinal Health Inc.,2017,5,1,Cardinal Health Inc._20170501,-4.502459901,-5.08883054,-5.893590704,-5.596282147,-5.059666097,-5.244356359,-5.223668455,-4.52511918,-6.407691036,-7.102699552000001,-5.398553656,-4.255826785,-4.79871279,-4.009273215,-5.188857681,-6.331904051,-6.255959454,-5.370620125,-5.3752605870000005,-5.0903366089999995,-4.599081871,-4.582391868999999,-4.619271085,-5.406758104,-3.91136703,-6.60589666,-5.148593307,-4.625082513,-6.440329877000001,-6.090618911
EIX,Edison Int'l,2017,5,1,Edison Int'l_20170501,-6.412803372000001,-5.608785585,-4.408001263,-6.904995987,-6.680784911,-7.036008464,-5.08953301,-5.124987061000001,-5.92465773,-7.180028655,-4.528427012,-5.627955113,-5.345699681,-5.783342271,-4.701716493,-6.77626011,-5.28347357,-4.686947307,-8.987530491000001,-4.723997617,-4.4957241980000004,-4.946186993,-6.374516599,-6.178798678,-5.513478267000001,-5.540234871,-5.296259808,-6.4398114,-4.548837702,-6.427709383
CMS,CMS Energy,2017,5,1,CMS Energy_20170501,-5.5819769720000005,-8.699067057999999,-5.703277986,-4.980737846999999,-7.035442497999999,-4.362010044,-5.0773858689999996,-7.723057752999999,-4.889886488999999,-5.59058844,-4.738616675,-5.199806305,-5.479837647,-5.027118311000001,-4.697255004,-5.4482536139999995,-5.740134047000001,-4.373966884,0.0,-6.518001774,-6.519477302,-5.168164512,-6.071716929,-4.621841734,0.0,-5.466379858,-4.371978295,-6.661959864,-7.068359162,-5.23686812
AMD,Advanced Micro Devices Inc,2017,5,1,Advanced Micro Devices Inc_20170501,-1.4176167659999999,-4.993334503,-3.578718326,-4.720489971,-4.218529333999999,-4.272687515,-2.8147219260000003,-3.651586405,-4.064967115,-4.25383906,-2.1501873259999997,-2.107276218,-4.9416433589999995,-4.4632511710000005,-3.428742733,-4.298647565,0.0,-4.795799478,-6.308075512,-4.518159763,-5.068009675,-3.76209692,-5.89804634,-3.467571967,-2.655201206,-3.5372245419999997,-3.1700096980000003,-3.035263267,-4.1687053160000005,-4.532598625
HBI,Hanesbrands Inc,2017,5,2,Hanesbrands Inc_20170502,-2.801098077,-4.863710619,-3.583518433,-4.838125901000001,-3.224902539,-4.460147792,-3.8795865789999997,-3.4679992889999998,-5.473209495,-3.4765642889999997,-4.338997056,-5.82984968,-4.0352172280000005,-6.537756012999999,-4.5932226819999995,-5.062543401,-5.223328541,-3.926903745,-5.555838905,-6.532918112999999,-3.8486912510000004,-4.562926967,-6.971123476,-5.02434914,-4.82357617,-7.664635111,-3.333611774,-3.381902217,-6.634224082,-5.431502135
AET,Aetna Inc,2017,5,2,Aetna Inc_20170502,-8.152565649,-4.803078874,-5.327925372,-5.182865757,-5.12710706,-5.40493615,-4.663006806,-4.5737330730000005,-5.333235381000001,-6.007112566,-3.925223439,-4.777901384,-4.821070755,-5.972954047000001,-5.065283753,-4.237214167,-4.714753334,-6.057151792000001,-8.892931785,-5.351565081,-3.949721836,-7.5206309110000005,-6.304683797999999,0.0,-4.539793534,-6.317071389,-5.73995429,-4.346557912,-5.079595407,-4.694917356
MOS,The Mosaic Company,2017,5,2,The Mosaic Company_20170502,-2.939241902,-4.333704109,-5.189542137,-5.562837765,-6.15436753,-6.663263425,-4.582396555,-3.401193979,-3.7477594360000004,-6.373778908999999,-3.66397893,-6.346008891,-3.352092742,-3.761195125,-4.653939147,-4.864098721,-4.5686788510000005,-4.478212851,-5.795206728999999,-4.304058619,-4.951868697,-4.3642186910000005,-5.416140706,0.0,-4.167778652,-4.306328983999999,-3.156555571,-6.376263615,-5.056246884,-3.206297708
ipgp,IPG Photonics Corp.,2017,5,2,IPG Photonics Corp._20170502,-5.088482118,-4.292748962,-6.363804545,-5.296377957,-7.2034189170000005,-4.6455017,-3.9619252260000004,-5.6835771170000005,-3.5456583669999997,-4.90212743,-3.169544825,-5.295677565,-4.895033596,-4.995817881000001,-4.480920779,-4.817112711,-4.487424033,-4.672544245,-5.629633467000001,-5.241167419,-4.464754169,-4.638718281,-5.017699864,-3.881030975,-5.0529885519999995,-5.237334045,-3.8531052580000003,-3.622200605,-3.9432036810000004,-4.87498354
hca,HCA Holdings,2017,5,2,HCA Holdings_20170502,-3.803012148,-4.879051865,-8.337056895,-5.446488779,-5.738516572000001,-4.074684785,-5.758556623,-4.831719577,-4.673769568,-5.537321167999999,-3.77241155,-5.572603245,-4.514186914,-6.180492017000001,-5.352196791,-5.098999713,-4.797600237,-5.311721174,-4.757733195,-6.932360465,-3.7958645030000002,-5.295352433,-4.495371603,-6.937054367999999,-6.02198915,-6.535275895,-4.677807028,-4.171040349,-9.045423493,-5.133988129
HLT,Hilton Worldwide Holdings Inc,2017,5,2,Hilton Worldwide Holdings Inc_20170502,-4.832225237,-4.804005117,-4.664755123,-5.05364431,-3.604843072,-6.943395398,-6.536899967,-6.337736168999999,-4.782688628,-5.797872936,-4.011823839,-3.9847472219999998,-3.7906215569999997,-3.820055417,-5.605358688,-8.786694691000001,-5.231583046,-5.73708635,-5.789019478999999,-4.255226563,-5.9686550910000005,-4.460691172,-5.078291517,-3.997535787,-5.127606567,-4.069699445,-5.484029982000001,-4.07521846,-4.698208333,-5.805903924
WEC,Wec Energy Group Inc,2017,5,2,Wec Energy Group Inc_20170502,-7.611623783,-4.633245232,-5.223975396,-7.3396583920000005,-4.598037145,-8.706110975,-6.914863048,-5.306459086,-5.621551147000001,-4.978554449,-5.764875196,-6.147517555,-6.411976792000001,-4.673156147,-7.116022238999999,-5.229822136,-4.78041141,-7.641440294,-6.254631075,-5.797053042999999,-5.030901202,-5.062135367,-4.787032226,-5.753201732000001,-4.756775385,-5.065443846,-6.039917767,-6.1113449310000005,-6.960857902000001,-4.992326459
MRK,Merck & Co.,2017,5,2,Merck & Co._20170502,-4.210929599999999,-5.539353258999999,-4.676773478,-7.377143028,-4.487541131,-4.578505924,-4.871294799999999,-4.316393421,-6.965440069,-5.424120076,-4.391302359,-4.259658324,-6.36439492,-5.502486413,-4.832842309,-5.135047203,-6.380541812000001,-6.295257929,-7.391780446,-5.642172415,-6.073183097,-5.7390239439999995,-5.0978712360000005,-5.091742756,-4.663598642,-4.310643775,-3.9723501569999997,0.0,-4.588404571,-6.44993153
GILD,Gilead Sciences,2017,5,2,Gilead Sciences_20170502,-3.9060685189999997,-4.34707854,-5.493643485,-4.744189493,-5.124087472,-4.5847945789999995,-5.764225034,-4.63111991,-6.397888635,-5.65854164,-3.994787946,-6.692513091,-5.7750656860000005,-6.202777052,-5.273115885,-5.137149442,-5.549969374,-6.980934876,-8.771694271,-5.082765058000001,-5.48197952,-4.416979201,-6.706267812,-4.643766173,-4.806964981,-5.773293774,-4.705494843,-4.4844633830000005,-5.4539558029999995,-5.190312144
EMR,Emerson Electric Company,2017,5,2,Emerson Electric Company_20170502,-6.287539869,-3.986785853,-4.324726601,-5.215933248,-5.540700198,-4.6466243689999995,-4.337708103,-4.391698204,-4.156101143,-5.4133698,-4.565050118,-4.83681602,-4.119470525,-6.897718376,-5.599451233,-4.716466653,-4.744422698,-5.19044817,-7.582958833999999,-5.848591067999999,-6.119862069,-6.489655989,-5.392622864,-4.946227518,-4.042017661,-3.345831425,-4.030228366,-5.533203805,-6.317311004,-4.270769381
MLM,Martin Marietta Materials,2017,5,2,Martin Marietta Materials_20170502,-5.607892342,-4.798284097,-6.065885412,-4.28865251,-6.255052514,-6.275698542000001,-6.1104639060000006,-4.2849237989999995,-3.903554679,-4.690279391,-3.339739105,-3.908780505,-5.551510137999999,-4.213178762,-5.788178796,-4.147954782,-4.675330581,-4.86504876,-5.904477727000001,-4.460547266,-4.061427671000001,-5.08558931,-5.30078039,-4.729803559,-4.798483974,-3.9055769999999996,-4.45027039,-4.461878168,-4.203065229,-3.923038664
dva,DaVita Inc.,2017,5,2,DaVita Inc._20170502,-2.9577965639999997,-4.005830136,-5.738724853,-6.994737852999999,-4.914331514,-4.588163444,-5.276623717,-5.630025184,-4.69360031,-2.8189287910000003,-3.508008132,-6.055236784,-4.915464327,-6.207991858,-5.884557887000001,-6.379808732000001,-3.765377373,-3.775029129,-4.969048179,-4.11918562,-4.045169844,-4.2209941760000005,-4.497256746000001,-5.7455988520000005,-3.8240701460000004,-4.9806390789999995,-4.30359288,-4.4538820910000005,-5.119376293999999,-5.205377685
MO,Altria Group Inc,2017,5,2,Altria Group Inc_20170502,-4.754610853,-6.65971578,-4.747212637,-5.822221944,-5.126098563999999,-8.165041289,-6.024859611,-6.027221276000001,-8.171056958,-5.53097062,-5.178292066,-8.860521519,-5.277816833,-4.130237179,-6.685152942,-4.606997705,-4.033755278,-5.615223856,-4.7251374760000004,-5.312645318,-7.5422621770000005,-5.595756957000001,-7.13250847,-5.87893568,-5.39990668,-5.241893915,-5.7065321010000005,-7.136873486,-6.147341867000001,-4.539962171
AKAM,Akamai Technologies Inc,2017,5,2,Akamai Technologies Inc_20170502,-1.863040593,-6.779899005,-4.282358293,-3.280794667,-5.385078577000001,-4.517822657,0.0,-4.776523393,-4.816844451000001,-4.294279281000001,-3.394100665,-4.553876892,-4.817728817,-4.852455381,-4.94478828,-5.419485282,-4.6842278219999995,-4.272924865,-7.07726416,-5.132224982,-3.7135740889999997,-5.347109505,-4.849763353999999,-4.666512651000001,-6.288476267,-4.876643379,-4.138444796,-3.544602397,-6.109646002000001,-4.872176727
PNW,Pinnacle West Capital,2017,5,2,Pinnacle West Capital_20170502,-5.517950955,-6.843326965,-5.303609627,-7.659936217,-4.702937078,-7.427945042,-6.735726317999999,-5.189265472,-5.86691467,-4.899019715,-5.99012367,-5.105360494,-7.656867968999999,-4.982296847,-4.906459223,-4.86731061,-4.439657121000001,-7.284879962000001,-5.609947577000001,-4.936181359,-4.8669697560000005,-6.149699199,-4.641940631000001,-5.3976707589999995,-6.779448619,-6.038675385,-6.441772826,-5.093387573999999,-7.466697139,-5.051441555
ECL,Ecolab Inc.,2017,5,2,Ecolab Inc._20170502,-6.001599112,-5.263653963,-6.224306588999999,-5.493899852999999,-5.914756402,-4.784397095,-7.500689156,-6.356145222,-5.114763914,-7.053508451,-4.857227473,-5.889207363,-5.891972706000001,-5.159593752,-6.32029033,-4.621319478999999,-4.862214152,-4.879952956,-6.224632799,-4.632605648,-4.951027278,-5.493970585,-5.30075869,-6.06648127,-6.6648105,-5.129946407,-4.8113662669999995,-5.3584915969999996,-4.621663471000001,-5.395773709
ADM,Archer-Daniels-Midland Co,2017,5,2,Archer-Daniels-Midland Co_20170502,-4.751433272,-3.634925672,-7.253648607000001,-4.3827502,-4.271114176,-6.405446971,-5.091588242,-6.397805665,-5.451574227999999,-6.259110556,-4.702882536000001,-5.286825351,-5.381892447999999,0.0,-3.2939032139999997,-4.475476533999999,-6.409902597,-5.524281721,-4.82711334,-4.3751766,-5.15472565,-4.649672843,-5.015837325,-8.340065144,-6.9551536160000005,-6.0381377,-8.343814032000001,-4.629707741,-6.407138,-4.917371468
WU,Western Union Co,2017,5,2,Western Union Co_20170502,-3.141475575,-4.92414651,-7.570278717000001,-4.736700403,-5.632765213,-4.86704211,-4.692356342,-4.683184608,-4.9993217560000005,-4.312861614,-4.3386032089999995,-5.934900409,-4.769103277,-5.152230696,-4.154713921,-3.733434139,-6.177367412000001,-4.3877350569999995,-5.155401441,-4.78645837,-3.8129998999999994,-4.799949687,-5.0793453,-4.68006116,-5.363945896000001,-4.611981911,-5.600585167,-4.3312485910000005,-4.618776901,-6.059848465
CLX,The Clorox Company,2017,5,3,The Clorox Company_20170503,-4.72830221,-5.520395848,-4.90974675,-5.536081466000001,-5.21459326,-5.526315395,-5.664060302,-5.411593394,-4.175512412,-5.526926662999999,-5.590357326,-4.522580103999999,-5.775510312000001,-5.003607843,-4.785050632,-4.034284286,-6.87241449,-7.718715157,-5.12792434,-8.128959277,-5.061786578,-6.190247734,-6.885442137,-5.613552755,-4.884769788,-5.3784255320000005,-7.917140987000001,-6.159083713999999,-4.434911921,-4.886472327
NI,NiSource Inc.,2017,5,3,NiSource Inc._20170503,-4.4878249960000005,-4.575944156,-5.097016461,-4.466734816000001,-6.401101136,0.0,-5.016452204,-4.70459873,-4.370665575,-6.4054999310000005,-4.574732893,-4.808093433,-4.377993117,-5.259525957,-5.750150477999999,-4.398813748,-6.746494585,-4.588099801,-4.63744893,-5.032731148,-5.474554554,-6.777970745,-5.392866012000001,-4.982835865,-3.7691676060000003,-6.064960772999999,-5.55178892,-5.142442647,-5.553706577000001,-5.295281075
EL,Estee Lauder Cos.,2017,5,3,Estee Lauder Cos._20170503,-5.093952827,-4.520274678,-5.917412023,-5.522656238,-4.437076007,-4.378637293,-8.038379823,-5.67129957,-4.8708708519999995,-6.130187225,-4.851414041,-4.525080407,-5.0705329610000005,-4.572886088,-4.482466624,-5.112752229,-5.33375688,-5.778045043,-6.44020359,-5.412283771,-4.098165775,-6.337642927999999,-7.226878155,-5.839716382000001,-5.346147106,-5.768815523,-5.646781754,-5.026500342,-5.22487887,-5.51794768
HUM,Humana Inc.,2017,5,3,Humana Inc._20170503,-3.8368897939999997,-5.527395739,-6.110419226,-5.142141217,-7.001267329,-8.100864182999999,-5.210151975,-5.5745472739999995,-3.851616206,-5.174558075,-4.057336618,-5.516263134,-4.549216685,-5.419558604,-4.589078563,-5.923085789,-9.359469737000001,-4.816526467,-4.803088088,-4.439908247,-5.695332183,-5.084658047,-5.751147548,-6.839537877000001,-4.204356937,-6.001361042999999,-4.972994561,-4.081719057,-6.873746375,-5.802169588
ADP,Automatic Data Processing,2017,5,3,Automatic Data Processing_20170503,-4.116224754,-6.256952991,-3.64639536,-5.53920421,-5.3740212970000005,-6.342792322,-4.911600565,-4.329613985,-6.629851899,-4.5684188919999995,-4.529002361,-5.89784398,-4.777614494,-7.125395619,-5.398944877999999,-4.439466063,-6.277398415,-6.3333564220000005,-4.794714913,-4.648810469,-3.77523675,-6.7352996560000005,-6.918564754,-5.782652931,-6.38654402,-5.028355151,-4.2485979160000005,-5.729089899,-5.10172681,-4.700979986
GRMN,Garmin Ltd.,2017,5,3,Garmin Ltd._20170503,-4.226617542,-3.872379889,-4.5955041539999995,-6.946107324,-4.445740592,-5.310173474,-5.518798202,-5.381245516,-5.5193710010000006,-3.557249478,-6.236399594,-5.445979512999999,-4.146843312,-5.001629604,-5.605834317,-4.469014691,-5.092256215,-5.19681235,-6.612726985,-4.308693227,-5.526029535,-4.431370599,-4.282262357,-4.018562333,0.0,0.0,-7.8611360679999995,-5.153514296,-6.151016667,-4.649281503
KHC,Kraft Heinz Co,2017,5,3,Kraft Heinz Co_20170503,-5.070028847,-7.155732977,-6.392845527,-5.76692064,-6.530998306,-7.487872164,-5.6004649,-5.181181334,-5.572477188,-4.483126882,-4.925115111,-6.621993826000001,-4.608285693,-4.883873595,-4.8488903389999995,-6.04232162,-6.245400597000001,-5.167396994,-5.873838265,-5.158865285,-4.740401801,-6.841002709,-6.00702021,-5.114698963,-4.358522894,-3.974089445,-5.376510507000001,-5.592446242,-6.557631365,-6.176510692999999
PPL,PPL Corp.,2017,5,4,PPL Corp._20170504,-6.057084716,-5.484025042000001,-4.795007933,-5.479835874,-8.256697243,-5.165853558,-6.316547736,-4.709016117,-5.21079147,-5.8628245329999995,-7.57031062,-4.7675937919999996,-5.633539742000001,-4.943946178,-4.786715848,-6.905008325,-8.289743227999999,-6.904701305,-6.682270916,-5.9904649160000005,-6.90945538,-5.809621674,-5.54079302,-5.066629162,-5.234685832,-4.808085674,-5.963003695,-4.834224486,-5.56805824,-6.670539917
ABMD,ABIOMED Inc,2017,5,4,ABIOMED Inc_20170504,-4.076238124,-4.079644441,-7.176040572000001,-4.957664509,-4.932582152,-5.436184514,-3.750228382,-5.302118804,-3.702721636,-3.878423348,-4.718209518,-4.586225249,-4.852916633,-6.736000982,-4.924725215,-3.914826697,-4.809297954,-4.11108488,-3.650546996,-5.546591342,-6.299747808999999,-6.033308549,-7.364869095,-5.204712411,-4.485490539,-4.719282376000001,-5.327101374,-4.445493655,-5.502661545,-5.635360476000001
